Name,Age,Class/Dept,Ticket,Joined,Job,Boat [Body]
"MEISNERE, Mr Simon",34,3rd Class Passenger,2816£8 1s,Southampton,Tailor,
"MELLINGER, Mrs Elizabeth Anne",42,2nd Class Passenger,250644£19 10s,Southampton,Servant,14
"MELLINGER, Miss Violet Madeline",13,2nd Class Passenger,250644£19 10s,Southampton,,14
"MELLOR, Mr Arthur",34,Victualling Crew,,Southampton,Saloon Steward,
"MELLORS, Mr William John",19,2nd Class Passenger,SW/PP 751£10 10s,Southampton,Salesman,A 
"MEO (MARTINO), Mr Alfonzo",48,3rd Class Passenger,11206£8 1s,Southampton,Musician,[201]
"MERNAGH, Mr Robert",28,3rd Class Passenger,368703£7 15s,Queenstown,Farm Labourer,
"MEWE, Mr W. J.",35,Victualling CrewFailed to Join Ship,,Southampton,Sauce Cook,
"MEYER, Mr August",31,2nd Class Passenger,248723£13,Southampton,Baker,
"MEYER, Mr Edgar Joseph",28,1st Class Passenger,17604£82 3s 5d,Cherbourg,Mechanical Engineer,
"MEYER, Mrs Leila",25,1st Class Passenger,17604£82 3s 5d,Cherbourg,,6
"MIDDLETON, Mr Alfred Pirrie",27,Engineering Crew,,Belfast,Assistant Electrician,
"MIDDLETON, Mr Mark Victor",24,Victualling Crew,,Southampton,Saloon Steward (2nd class),
"MIDTSJØ, Mr Karl Albert",21,3rd Class Passenger,345501£7 15s 6d,Southampton,Farmer,15* 
"MIHOFF, Mr Stoytcho",28,3rd Class Passenger,349207£7 17s 11d,Southampton,General Labourer,
"MILES, Mr Frank",23,3rd Class Passenger,359306£8 1s,Southampton,Engineer,
"MILFORD, Mr George",27,Engineering Crew,,Southampton,Fireman,
"MILFORD, Mr Daniel",22,Deck Crew(Delivery trip only),,Belfast,Able Seaman,
"MILLAR, Mr Robert",26,Engineering Crew,,Belfast,Extra 5th Engineer,
"MILLAR, Mr Thomas",32,Engineering Crew,,Belfast,Deck Engineer,
"MILLER, Mr William Middleton",28,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"MILLET, Mr Francis Davis",65,1st Class Passenger,13509£26 11s,Cherbourg,Artist,[249]
"MILLING, Mr Jacob Christian",48,2nd Class Passenger,234360£13,Southampton,Machine Inspector,[271]
"MILLS, Mr Christopher",51,Victualling Crew,,Southampton,Butcher,C* 
"MINAHAN, Dr William Edward",44,1st Class Passenger,19928£90,Queenstown,Merchant,[230]
"MINAHAN, Mrs Lillian Mae",37,1st Class Passenger,19928£90,Queenstown,,14
"MINAHAN, Miss Ida Daisy",33,1st Class Passenger,19928£90,Queenstown,,14
"MINEFF, Mr Ivan",24,3rd Class Passenger,349233£7 17s 11d,Southampton,General Labourer,
"MINKOFF, Mr Lazar",21,3rd Class Passenger,349211£7 17s 11d,Southampton,Potter,
"MINTRAM, Mr William",46,Engineering Crew,,Southampton,Fireman,
"MISH'AL?N?, Mr Ibr?h?m Mans?r",53,Victualling Crew,,Belfast,Printer Steward,
"MITCHELL, Mr Henry Michael",71,2nd Class Passenger,24580£10 10s,Southampton,Retired,
"MITCHELL, Mr Lorenzo Horace",19,Engineering Crew,,Southampton,Trimmer,
"MITKOFF, Mr Mito",23,3rd Class Passenger,349221£7 17s 11d,Southampton,General Labourer,
"MOCK, Mr Philipp Edmund",30,1st Class Passenger,13236£57 15s,Cherbourg,,11
"MOCKLER, Miss Ellen Mary",23,3rd Class Passenger,330980£7 17s 7d,Queenstown,,
"MOEN, Mr Sigurd Hansen",27,3rd Class Passenger,348123£7 13s,Southampton,Carpenter / Joiner,[309]
"MOLSON, Mr Harry Markland",55,1st Class Passenger,113787£30 10s,Southampton,Businessman,
"MONRÓS, Sr. Joan Javier",20,Restaurant Staff,,Southampton,Assistant Waiter,[27]
"MONTEVERDI, Sig. Giovanni",23,Restaurant Staff,,Southampton,Cook,
"MONTVILA, Fr Juozas",27,2nd Class Passenger,211536£13,Southampton,Priest / Minister,
"MOODY, Mr James Paul",24,Deck CrewTitanic Officers,,Belfast,6th. Officer,
"MOOR, Mrs Beila",29,3rd Class Passenger,392096£12 9s 6d,Southampton,Tailor,
"MOOR, Master Meier",7,3rd Class Passenger,392096£12 9s 6d,Southampton,,
"MOORE, Mr Leonard Charles",19,3rd Class Passenger,54510£8 1s,Southampton,Bricklayer,
"MOORE, Mr J.",29,Engineering Crew,,Southampton,Fireman,3* 
"MOORE, Mr Ralph",22,Engineering Crew,,Southampton,Trimmer,
"MOORE, Mr George Alfred",32,Deck Crew,,Southampton,Able Seaman,3
"MOORE, Mr Clarence",47,1st Class Passenger,113796£42 8s,Southampton,Businessman,
"MOORE, Mr Alfred Ernest",38,Victualling Crew,,Southampton,"Saloon Steward, 2nd Class",
"MOORES, Mr Richard Henry",44,Engineering Crew,,Southampton,Greaser,
"MORAN, Miss Bridget (Bertha)",28,3rd Class Passenger,371110£24 3s,Queenstown,,15
"MORAN, Mr Daniel J.",28,3rd Class Passenger,371110£24 3s,Queenstown,Police Officer,
"MORAWECK, Dr Ernest",54,2nd Class Passenger,29011£14,Southampton,Doctor,
"MORGAN, Mr Patrick",26,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"MORGAN, Mr Arthur Herbert",27,Engineering Crew,,Southampton,Trimmer,
"MORGAN, Mr Thomas A.",26,Engineering Crew,,Southampton,Fireman,[302]
"MORGAN (BIRD), Mr Charles Frederick",44,Victualling Crew,,Southampton,Storekeeper (1st Class),
"MORLEY, Mr Henry Samuel",38,2nd Class Passenger,250655£26,Southampton,Confectioner,
"MORLEY, Mr William",34,3rd Class Passenger,364506£8 1s,Southampton,Carpenter / Joiner,
"MORRELL, Mr James",24,Deck Crew(Delivery trip only),,Belfast,Able Seaman,
"MORRIS, Mr William Edward",23,Engineering Crew,,Southampton,Trimmer,
"MORRIS, Mr Frank Herbert",28,Victualling Crew,,Belfast,Bathroom Steward (1st Class),14
"MORRISON, Mr Thomas",26,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"MORROW, Mr Thomas Rowan",31,3rd Class Passenger,372622£7 15s,Queenstown,General Labourer,
"MOSS, Mr Albert Johan",29,3rd Class Passenger,312991£7 15s 6d,Southampton,Seaman,
"MOSS, Mr William",35,Victualling Crew,,Belfast,1st Class Saloon Steward,
"MOUSSA, Mrs Mantoura Boulos",35,3rd Class Passenger,2626£7 4s 7d,Cherbourg,Housewife,
"MOUTAL, Mr Rahamin Haim",28,3rd Class Passenger,374746£8 1s,Southampton,Traveller,
"MOYES, Mr William Young",24,Engineering Crew,,Belfast,Senior 6th. Engineer,
"MUB?RIK, Mrs Am?nah",25,3rd Class Passenger,2661£15 4s 11d,Cherbourg,,14* 
"MUB?RIK, Master Jirjis",7,3rd Class Passenger,2661£15 4s 11d,Cherbourg,,14* 
"MUB?RIK, Master Hal?m",4,3rd Class Passenger,2661£15 4s 11d,Cherbourg,,14* 
"MUDD, Mr Thomas Cupper",16,2nd Class Passenger,S.O./P.P 3£10 10s,Southampton,,
"MULHOLLAND, Mr Joseph",28,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"MULLEN,",,2nd Class PassengerCross Channel Passenger,404£1,Southampton,,
"MÜLLER, Mr Ludwig",37,Victualling Crew,,Southampton,Interpreter Steward (3rd Class),
"MULLHOLLAND, Mr Daniel",60,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"MULLIN, Miss Kate",21,3rd Class Passenger,35852£7 14s 8d,Queenstown,,
"MULLIN, Miss Mary",18,3rd Class Passenger,370371£15 10s,Queenstown,,
"MULLIN, Mr Thomas",20,Victualling Crew,,Southampton,3rd Class Steward,[323]
"MULVIHILL, Miss Bridget Elizabeth (Bertha)",25,3rd Class Passenger,382653£7 15s,Queenstown,,10* 
"MURDLIN, Mr Joseph",22,3rd Class Passenger,3235£8 1s,Southampton,Chemist,
"MURDOCH, Mr William McMaster",39,Deck CrewTitanic Officers,,Belfast,1st. Officer,
"MURDOCK, Mr William John",37,Engineering Crew,,Belfast,Fireman,D* 
"MURPHY, Miss Nora",31,3rd Class Passenger,36568£15 10s,Queenstown,,
"MURPHY, Miss Margaret",25,3rd Class Passenger,367230£15 10s,Queenstown,,
"MURPHY, Miss Kate",18,3rd Class Passenger,367230£15 10s,Queenstown,,
"MURPHY, Mr Thomas",35,Engineering Crew(Delivery trip only),,Belfast,Leading Fireman,
"MUSLAM?N?, Mrs Fat?mah Muhammad",22,3rd Class Passenger,2649£7 4s 6d,Cherbourg,,
"MYHRMAN, Mr Pehr Fabian Oliver Malkolm",18,3rd Class Passenger,347078£7 15s,Southampton,Clerk,
"MYLES, Mr Thomas Francis",63,2nd Class Passenger,240276£9 13s 9d,Queenstown,Gentleman,
"NAIDENOFF, Mr Penko",22,3rd Class Passenger,349206£7 17s 11d,Southampton,General Labourer,
"NAJ?B QIY?MAH, Miss Ad?l",15,3rd Class Passenger,2667£7 4s 6d,Cherbourg,,
"NAKHLI, Mr Toufik",17,3rd Class Passenger,2641£7 4s 7d,Cherbourg,,
"NAKID, Mr Sa'?d Ant?n",20,3rd Class Passenger,2653£15 14s 10d,Cherbourg,,
"NAKID, Mrs Wadi'ah",19,3rd Class Passenger,2653£15 14s 10d,Cherbourg,,
"NAKID, Miss Mariayam",1,3rd Class Passenger,2653£15 14s 10d,Cherbourg,,
"NANCARROW, Mr William Henry",36,3rd Class Passenger,3338£8 1s,Southampton,Mason,
"NANKOFF, Mr Minko",32,3rd Class Passenger,349218£7 17s 11d,Southampton,General Labourer,
"NANNINI, Sig. Francesco Luigi Arcangelo",42,Restaurant Staff,,Southampton,Head Waiter (Restaurant),
"NASR 'ALM?, Mr Mustafà",20,3rd Class Passenger,2652£7 4s 7d,Cherbourg,Farm Labourer,
"NA?R ALL?H, Mr Niq?l? Khal?l",29,2nd Class Passenger,237736£30 1s 5d,Cherbourg,,[43]
"NA?R ALL?H, Mrs Ad?l",17,2nd Class Passenger,237736£30 1s 5d,Cherbourg,,
"NA?R ALL?H, Mrs Z?d",45,3rd Class Passenger,2696£7 4s 6d,Cherbourg,,
"NASR-RIZQ, Mr Su'?dah ?ann?",20,3rd Class Passenger,2676£7 4s 6d,Cherbourg,,
"NATSCH, Mr Charles",36,1st Class Passenger,17596£29 14s,Cherbourg,,
"NAUGHTON, Miss Hannah",21,3rd Class Passenger,365237£7 15s,Queenstown,Teacher,
"NAVRATIL, Mr Michel",31,2nd Class Passenger,230080£26,Southampton,,[15]
"NAVRATIL, Master Edmond Roger",2,2nd Class Passenger,230080£26,Southampton,,
"NAVRATIL, Master Michel Marcel",3,2nd Class Passenger,230080£26,Southampton,,
"NEAL, Mr Harold Bentley",25,Victualling Crew,,Southampton,Baker,13* 
"NEILL, Mr Thomas",42,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"NENKOV, Mr Hristo",22,3rd Class Passenger,349234£7 17s 11d,Southampton,General Labourer,
"NESSON, Mr Israel",26,2nd Class Passenger,244368£13,Southampton,Electrician,
"NETTLETON, Mr George Walter",30,Engineering Crew,,Southampton,Fireman,
"NEWELL, Mr Arthur Webster",58,1st Class Passenger,35273£113 5s 6d,Cherbourg,,[122]
"NEWELL, Miss Marjorie Anne",23,1st Class Passenger,35273£113 5s 6d,Cherbourg,,
"NEWELL, Miss Madeleine",31,1st Class Passenger,35273£113 5s 6d,Cherbourg,,
"NEWMAN, Mr Charles Thomas",32,Engineering Crew,,Southampton,Assistant Storekeeper,
"NEWSOM, Miss Helen Monypeny",19,1st Class Passenger,11752£26 5s 8d,Southampton,,5
"NICHOLLS, Mr Joseph Charles",19,2nd Class Passenger,33112£36 15s,Southampton,Miner,[101]
"NICHOLLS, Mr Sidney",39,Victualling Crew,,Southampton,Saloon Steward,
"NICHOLS, Mr Albert William Stanley",47,Deck Crew,,Belfast,Boatswain,
"NICHOLS, Mrs Emily",48,1st Class PassengerCross Channel Passenger,103£4,Southampton,,
"NICHOLS, Mr Arthur",45,Victualling Crew,,Southampton,Steward,
"NICHOLS, Mr Walter Henry",35,Victualling Crew,,Southampton,"Assistant Saloon Steward, 2nd class",15
"NICHOLSON, Mr Arthur Ernest",59,1st Class Passenger,693£26,Southampton,,[263]
"NIEMINEN, Miss Manta Josefina",29,3rd Class Passenger,3101297£7 18s 6d,Southampton,Servant,
"NIKLASSON, Mr Samuel",28,3rd Class Passenger,363611£8 1s,Southampton,General Labourer,
"NILSSON, Mr August Ferdinand",21,3rd Class Passenger,350410£7 17s 1d,Southampton,General Labourer,
"NILSSON, Miss Berta Olivia",18,3rd Class Passenger,347066£7 15s 6d,Southampton,,
"NILSSON, Miss Helmina Josefina",26,3rd Class Passenger,347470£7 17s 1d,Southampton,,13* 
"N?Q?LA Y?RID, Miss Jam?lah",14,3rd Class Passenger,2651£11 4s 10d,Cherbourg,,
"N?Q?LA Y?RID, Master Ily?s",11,3rd Class Passenger,2651£11 4s 10d,Cherbourg,,
"NISKANEN, Mr Juho",42,3rd Class Passenger,3101289£7 18s 6d,Southampton,,
"NIVEN, Mr John Brown",30,Engineering Crew,,Southampton,Fireman,
"NOEL, Major Gerard Thomas",55,1st Class PassengerCross Channel Passenger,48£3,Southampton,,
"NOEL, Master William Henry Middleton",13,1st Class PassengerCross Channel Passenger,48£3,Southampton,,
"NOFAL, Mr Mansouer",20,3rd Class Passenger,2697£7 4s 7d,Cherbourg,Journalist,[181]
"NOLAN, Mr Michael Bernard",40,Engineering Crew(Delivery trip only),,Belfast,Leading Fireman,
"NOON, Mr John Thomas",42,Engineering Crew,,Southampton,Fireman,
"NORMAN, Mr Robert Douglas",27,2nd Class Passenger,218629£13 10s,Southampton,Electrical Engineer,[287]
"NORRIS, Mr James",22,Engineering Crew,,Southampton,Fireman,
"NOSS, Mr Bertram Arthur",20,Engineering Crew,,Southampton,Fireman,
"NOSS, Mr Henry",30,Engineering Crew,,Southampton,Fireman,15* 
"NOSWORTHY, Mr Richard Cater",21,3rd Class Passenger,39886£7 16s,Southampton,Farm Labourer,
"NOURNEY, Mr Alfred",20,1st Class Passenger,2166£13 17s 3d,Cherbourg,Gentleman,7
"NUTBEAN, Mr William",30,Engineering Crew,,Southampton,Fireman,D* 
"NYE, Mrs Elizabeth",29,2nd Class Passenger,29395£10 10s,Southampton,,11
"NYSTEN, Miss Anna Sofia",22,3rd Class Passenger,347081£7 15s,Southampton,,13
"NYSVEEN, Mr Johannes Hansen",60,3rd Class Passenger,345364£6 4s 9d,Southampton,Farmer,
"O'BRIEN, Mr Denis",22,3rd Class Passenger,330979£7 16s 7d,Queenstown,Postal Clerk / Postman,
"O'BRIEN, Mr Thomas",26,3rd Class Passenger,370365£15 10s,Queenstown,Farm Labourer,
"O'BRIEN, Mrs Hannah",27,3rd Class Passenger,370365£15 10s,Queenstown,Housewife,
"O'CONNELL, Mr Patrick Denis",18,3rd Class Passenger,334912£7 14s 8d,Queenstown,General Labourer,
"O'CONNOR, Mr Maurice",15,3rd Class Passenger,371060£7 15s,Queenstown,General Labourer,
"O'CONNOR, Mr Patrick",23,3rd Class Passenger,366713£7 15s,Queenstown,Farmer,
"O'CONNOR, Mr John",29,Engineering CrewSubstitute Crew,,Southampton,Trimmer,B* 
"O'CONNOR, Mr Thomas Peter",44,Victualling Crew,,Belfast,1st Class Bedroom Steward,
"O'DWYER, Miss Ellen",22,3rd Class Passenger,330959£7 17s 7d,Queenstown,,10
"O'KEEFE, Mr Arthur",44,3rd Class Passenger,323592£7 5s,Southampton,Farmer,A [332]
"O'KEEFFE, Mr Patrick",21,3rd Class Passenger,368402£7 15s,Queenstown,Porter,B* 
"O'LEARY, Miss Hanora",16,3rd Class Passenger,330919£7 16s 7d,Queenstown,,
"O'LOUGHLIN, Dr William Francis Norman",62,Deck Crew,,Belfast,Surgeon,
"O'SULLIVAN, Miss Bridget Mary",21,3rd Class Passenger,330909£7 12s 7d,Queenstown,,
"ÖDAHL, Mr Nils Martin",23,3rd Class Passenger,7267£9 4s 6d,Southampton,General Labourer,
"ODELL, Mrs Lily",40,1st Class PassengerCross Channel Passenger,84£24,Southampton,,
"ODELL, Master Jack",11,1st Class PassengerCross Channel Passenger,84£24,Southampton,,
"ODELL, Miss Kate Louisa",42,1st Class PassengerCross Channel Passenger,84£24,Southampton,,
"ÖHMAN, Miss Velin Matilda",22,3rd Class Passenger,347085£7 15s 6d,Southampton,,
"OLIVA Y OCANA, Doña Fermina",39,1st Class PassengerServant,17758£108 18s,Cherbourg,Personal Maid,8
"OLIVE, Mr Charles",31,Engineering Crew,,Southampton,Greaser,
"OLIVE, Mr Ernest Roskelly",27,Victualling Crew,,Southampton,Clothes Presser Steward (1st class),
"OLIVER, Mr Harry",41,Engineering Crew,,Southampton,Fireman,9
"OLLIVER, Mr Alfred John",27,Deck Crew,,Belfast,Quartermaster,5
"OLSEN, Mr Karl Siegwart Andreas",42,3rd Class Passenger,4579£8 8s 1d,Southampton,Engineer,
"OLSEN, Master Artur Karl",9,3rd Class Passenger,17368£3 3s 5d,Southampton,,13
"OLSEN, Mr Henry Margido",28,3rd Class Passenger,4001£22 10s 6d,Southampton,Engineer,[173]
"OLSEN, Mr Ole Martin",27,3rd Class Passenger,265302£7 6s 3d,Southampton,General Labourer,
"OLSSON, Mr Nils Johan Göransson",28,3rd Class Passenger,347464£7 17s 1d,Southampton,,
"OLSSON, Miss Elida",31,3rd Class Passenger,350407£7 17s 1d,Southampton,,
"OLSVIGEN, Mr Thor Anderson",20,3rd Class Passenger,6563£9 4s 6d,Southampton,Salesman,[89]
"OMONT, Mr Alfred Fernand",29,1st Class Passenger,12998£25 14s 10d,Cherbourg,Dealer,7
"OREŠKOVI?, Mr Luka",20,3rd Class Passenger,315094£8 13s 3d,Southampton,Farmer,
"OREŠKOVI?, Miss Jelka",30,3rd Class Passenger,315085£8 13s 3d,Southampton,Farmer,
"OREŠKOVI?, Miss Marija",19,3rd Class Passenger,315096£8 13s 3d,Southampton,Farm Labourer,
"ORPET, Mr Walter Hayward",31,Victualling Crew,,Southampton,Saloon Steward,
"ORR, Mr James",39,Victualling Crew,,Southampton,Assistant Vegetable Cook,
"OSBORNE, Miss D.",,2nd Class PassengerCross Channel Passenger,516£2,Southampton,,
"OSBORNE, Mr William Edward",33,Victualling Crew,,Belfast,Saloon Steward,
"OSÉN, Mr Olaf Elon",16,3rd Class Passenger,7534£9 4s 4d,Southampton,Farm Labourer,
"OSMAN, Mr Frank",27,Deck Crew,,Southampton,Able Seaman,2
"OSMAN, Mrs Mara",31,3rd Class Passenger,349244£8 13s 8d,Southampton,,
"OSTBY, Miss Helen Ragnhild",22,1st Class Passenger,113509£61 19s 7d,Southampton,,5
"OTHEN, Mr Charles Alfred",36,Engineering Crew,,Southampton,Fireman,3* 
"OTTER, Mr Richard",38,2nd Class Passenger,28213£13,Southampton,Stone Cutter,
"OVIÉS Y RODRÍGUEZ, Mr Servando José Florentino",36,1st Class Passenger,17562£27 14s 5d,Cherbourg,Merchant,[189]
"OWEN, Mr Lewis",49,Victualling Crew,,Southampton,"Assistant Saloon Steward, 2nd Class",
"OXENHAM, Mr Percy Thomas",22,2nd Class Passenger,14260£10 10s,Southampton,Mason,13
"PACEY, Mr Reginald lvan",17,Victualling Crew,,Southampton,Lift Steward,
"PACHERA, Sig. Jean Baptiste Stanislas",19,Restaurant Staff,,Southampton,Assistant Larder Cook,
"PADRON MANENT, Mr Julian",26,2nd Class Passenger,2146£13 17s 3d,Cherbourg,Chauffeur,9* 
"PAICE, Mr Richard Charles John",32,Engineering Crew,,Southampton,Fireman,
"PAIN, Dr Alfred",23,2nd Class Passenger,244278£10 10s,Southampton,Doctor,
"PAINTER, Mr Charles",32,Engineering Crew,,Southampton,Fireman,
"PAINTER, Mr Frank",28,Engineering Crew,,Southampton,Fireman,
"PAINTIN, Mr James Arthur",29,Victualling Crew,,Southampton,Captain's Steward (Tiger),
"PALLÀS I CASTELLÓ, Mr Emilio",29,2nd Class Passenger,2147£13 17s 2d,Cherbourg,,9* 
"PALLES, Mr Thomas Henry Michael",45,Engineering Crew,,Belfast,Greaser,
"PALMQUIST, Mr Oskar Leander Johansson",26,3rd Class Passenger,347070£7 15s 6d,Southampton,,
"PÅLSSON, Mrs Alma Cornelia",29,3rd Class Passenger,349909£21 1s 6d,Southampton,Housewife,[206]
"PÅLSSON, Master Gösta Leonard",2,3rd Class Passenger,349909£21 1s 6d,Southampton,,
"PÅLSSON, Master Paul Folke",6,3rd Class Passenger,349909£21 1s 6d,Southampton,,
"PÅLSSON, Miss Stina Viola",3,3rd Class Passenger,349909£21 1s 6d,Southampton,,
"PÅLSSON, Miss Torborg Danira",8,3rd Class Passenger,349909£21 1s 6d,Southampton,,
"PANULA, Mrs Maija Emelia Abrahamintytar",41,3rd Class Passenger,3101295£39 13s 9d,Southampton,,
"PANULA, Master Jaako Arnold",15,3rd Class Passenger,3101295£39 13s 9d,Southampton,General Labourer,
"PANULA, Mr Ernesti Arvid",16,3rd Class Passenger,3101295£39 13s 9d,Southampton,General Labourer,
"PANULA, Master Juha Niilo",7,3rd Class Passenger,3101295£39 13s 9d,Southampton,,
"PANULA, Master Urho Abraham",2,3rd Class Passenger,3101295£39 13s 9d,Southampton,,
"PANULA, Master Eino Viljam",1,3rd Class Passenger,3101295£39 13s 9d,Southampton,,
"PARKER, Mr Clifford Richard",17,2nd Class Passenger,14888£10 10s,Southampton,Clerk,
"PARKES, Mr Francis",21,2nd Class PassengerH&W Guarantee Group,239853,Belfast,Plumber,
"PARR, Mr William Henry Marsh",29,1st Class PassengerH&W Guarantee Group,112052,Belfast,Electrician,
"PARRISH, Mrs Lutie Davis",59,2nd Class Passenger,230433£26,Southampton,,12
"PARSONS, Mr Frank Alfred",26,Engineering Crew,,Belfast,Senior 5th. Engineer,
"PARSONS, Mr Edward",37,Victualling Crew,,Southampton,Chief Storekeeper (1st Class),
"PARSONS, Mr Richard Henry",18,Victualling Crew,,Southampton,Saloon Steward (2nd class),
"PARTNER, Mr Austin",40,1st Class Passenger,113043£28 10s,Southampton,Stockbroker,[166]
"PASCOE, Mr Charles Henry",45,Deck Crew,,Southampton,Able Seaman,8* 
"PASIC, Mr Jakob",21,3rd Class Passenger,315097£8 13s 3d,Southampton,Farmer,
"PATCHETT, Mr George",18,3rd Class Passenger,358585£14 10s,Southampton,Shoemaker,
"PATTON, Mr Matthew",26,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"PAVLOVI?, Mr Stefo",32,3rd Class Passenger,349242£7 17s 11d,Southampton,General Labourer,
"PAYNE, Mr Vivian Ponsonby",23,1st Class PassengerServant,12749£93 10s,Southampton,Clerk,
"PEACOCK, Mrs Edith",26,3rd Class Passenger,3101315£13 15s 6d,Southampton,,
"PEACOCK, Master Albert Edward",7m,3rd Class Passenger,3101315£13 15s 6d,Southampton,,
"PEACOCK, Miss Treasteall",4,3rd Class Passenger,3101315£13 15s 6d,Southampton,,
"PEARCE, Mr John",33,Engineering Crew,,Southampton,Fireman,
"PEARCE, Mr Ernest",31,3rd Class Passenger,343271£7,Southampton,Farmer,
"PEARCE, Mr Alfred Ernest",24,Victualling Crew,,Southampton,Steward,
"PEARCEY, Mr Albert Victor",25,Victualling Crew,,Southampton,Pantry Steward (3rd Class),C 
"PEARS, Mr Thomas",29,1st Class Passenger,113776£66 12s,Southampton,Of Independent Means,
"PEARS, Mrs Edith",22,1st Class Passenger,113776£66 12s,Southampton,,8
"PEDERSEN, Mr Olaf",28,3rd Class Passenger,345498£7 15s 6d,Southampton,General Labourer,
"PEDRINI, Sig. Alessandro",21,Restaurant Staff,,Southampton,Assistant Waiter,[104]
"PEDUZZI, Mr Joseph",24,3rd Class Passenger,2817£8 1s,Southampton,Waiter,
"PEKONIEMI, Mr Edvard",21,3rd Class Passenger,3101294£7 18s 6d,Southampton,General Labourer,
"PELHAM, Mr George",39,Engineering Crew,,Southampton,Trimmer,15
"PELTOMÄKI, Mr Nikolai Johannes",25,3rd Class Passenger,3101291£7 18s 6d,Southampton,General Labourer,
"PEÑASCO Y CASTELLANA, Mr Victor",24,1st Class Passenger,17758£108 18s,Cherbourg,Of Independent Means,
"PEÑASCO Y CASTELLANA, Mrs Maria Josefa Perezde Soto y Vallejo",22,1st Class Passenger,17758£108 18s,Cherbourg,Of Independent Means,8
